Luminosity:  35867.059983

dimu_hO3_4DYJetsToLL_M_10To50_asym: 0.110138
dimu_hO3_4DYJetsToLL_M_10To50_asym_err: 0.365835
dimu_hO3_4DYJetsToLL_M_10To50_Nplus: 72.936451
dimu_hO3_4DYJetsToLL_M_10To50_Nplus_err: 36.613471
dimu_hO3_4DYJetsToLL_M_10To50_fplus: 0.555069
dimu_hO3_4DYJetsToLL_M_10To50_Nminus: 58.464271
dimu_hO3_4DYJetsToLL_M_10To50_Nminus_err: 31.838813
dimu_hO3_4DYJetsToLL_M_10To50_fminus: 0.444931
dimu_hO3_4DYJetsToLL_M_10To50_total: 131.400722

dimu_hO3_4DYJetsToLL_M_50_asym: -0.055886
dimu_hO3_4DYJetsToLL_M_50_asym_err: 0.042206
dimu_hO3_4DYJetsToLL_M_50_Nplus: 376.132622
dimu_hO3_4DYJetsToLL_M_50_Nplus_err: 68.054686
dimu_hO3_4DYJetsToLL_M_50_fplus: 0.472057
dimu_hO3_4DYJetsToLL_M_50_Nminus: 420.662488
dimu_hO3_4DYJetsToLL_M_50_Nminus_err: 63.271990
dimu_hO3_4DYJetsToLL_M_50_fminus: 0.527943
dimu_hO3_4DYJetsToLL_M_50_total: 796.795110

dimu_hO3_4ST_tW_antitop_asym: -0.004764
dimu_hO3_4ST_tW_antitop_asym_err: 0.017072
dimu_hO3_4ST_tW_antitop_Nplus: 311.249204
dimu_hO3_4ST_tW_antitop_Nplus_err: 28.966702
dimu_hO3_4ST_tW_antitop_fplus: 0.497618
dimu_hO3_4ST_tW_antitop_Nminus: 314.228926
dimu_hO3_4ST_tW_antitop_Nminus_err: 26.321091
dimu_hO3_4ST_tW_antitop_fminus: 0.502382
dimu_hO3_4ST_tW_antitop_total: 625.478130

dimu_hO3_4ST_tW_top_asym: 0.009601
dimu_hO3_4ST_tW_top_asym_err: 0.017119
dimu_hO3_4ST_tW_top_Nplus: 312.556997
dimu_hO3_4ST_tW_top_Nplus_err: 25.515237
dimu_hO3_4ST_tW_top_fplus: 0.504800
dimu_hO3_4ST_tW_top_Nminus: 306.612640
dimu_hO3_4ST_tW_top_Nminus_err: 25.804109
dimu_hO3_4ST_tW_top_fminus: 0.495200
dimu_hO3_4ST_tW_top_total: 619.169637

dimu_hO3_4TTJets_Signal_asym: 0.002156
dimu_hO3_4TTJets_Signal_asym_err: 0.002514
dimu_hO3_4TTJets_Signal_Nplus: 15172.807539
dimu_hO3_4TTJets_Signal_Nplus_err: 157.442322
dimu_hO3_4TTJets_Signal_fplus: 0.501078
dimu_hO3_4TTJets_Signal_Nminus: 15107.514580
dimu_hO3_4TTJets_Signal_Nminus_err: 157.413962
dimu_hO3_4TTJets_Signal_fminus: 0.498922
dimu_hO3_4TTJets_Signal_total: 30280.322119

dimu_hO3_4TTJets_others_asym: 0.006538
dimu_hO3_4TTJets_others_asym_err: 0.006235
dimu_hO3_4TTJets_others_Nplus: 2464.349737
dimu_hO3_4TTJets_others_Nplus_err: 51.054246
dimu_hO3_4TTJets_others_fplus: 0.503269
dimu_hO3_4TTJets_others_Nminus: 2432.333583
dimu_hO3_4TTJets_others_Nminus_err: 52.883746
dimu_hO3_4TTJets_others_fminus: 0.496731
dimu_hO3_4TTJets_others_total: 4896.683320

