Luminosity:  35867.059983

dimu_hO3_4DYJetsToLL_M_10To50_asym: -0.021425
dimu_hO3_4DYJetsToLL_M_10To50_asym_err: 0.706782
dimu_hO3_4DYJetsToLL_M_10To50_Nplus: 17.204634
dimu_hO3_4DYJetsToLL_M_10To50_Nplus_err: 17.204634
dimu_hO3_4DYJetsToLL_M_10To50_fplus: 0.489287
dimu_hO3_4DYJetsToLL_M_10To50_Nminus: 17.958002
dimu_hO3_4DYJetsToLL_M_10To50_Nminus_err: 17.958002
dimu_hO3_4DYJetsToLL_M_10To50_fminus: 0.510713
dimu_hO3_4DYJetsToLL_M_10To50_total: 35.162636

dimu_hO3_4DYJetsToLL_M_50_asym: -0.092438
dimu_hO3_4DYJetsToLL_M_50_asym_err: 0.061110
dimu_hO3_4DYJetsToLL_M_50_Nplus: 170.346892
dimu_hO3_4DYJetsToLL_M_50_Nplus_err: 37.923298
dimu_hO3_4DYJetsToLL_M_50_fplus: 0.453781
dimu_hO3_4DYJetsToLL_M_50_Nminus: 205.047566
dimu_hO3_4DYJetsToLL_M_50_Nminus_err: 38.577975
dimu_hO3_4DYJetsToLL_M_50_fminus: 0.546219
dimu_hO3_4DYJetsToLL_M_50_total: 375.394458

dimu_hO3_4ST_tW_antitop_asym: 0.001762
dimu_hO3_4ST_tW_antitop_asym_err: 0.023693
dimu_hO3_4ST_tW_antitop_Nplus: 162.651150
dimu_hO3_4ST_tW_antitop_Nplus_err: 19.148121
dimu_hO3_4ST_tW_antitop_fplus: 0.500881
dimu_hO3_4ST_tW_antitop_Nminus: 162.078909
dimu_hO3_4ST_tW_antitop_Nminus_err: 15.881831
dimu_hO3_4ST_tW_antitop_fminus: 0.499119
dimu_hO3_4ST_tW_antitop_total: 324.730059

dimu_hO3_4ST_tW_top_asym: -0.009351
dimu_hO3_4ST_tW_top_asym_err: 0.023857
dimu_hO3_4ST_tW_top_Nplus: 158.428890
dimu_hO3_4ST_tW_top_Nplus_err: 16.148415
dimu_hO3_4ST_tW_top_fplus: 0.495325
dimu_hO3_4ST_tW_top_Nminus: 161.419674
dimu_hO3_4ST_tW_top_Nminus_err: 17.143363
dimu_hO3_4ST_tW_top_fminus: 0.504675
dimu_hO3_4ST_tW_top_total: 319.848563

dimu_hO3_4TTJets_Signal_asym: -0.002051
dimu_hO3_4TTJets_Signal_asym_err: 0.003149
dimu_hO3_4TTJets_Signal_Nplus: 9661.377330
dimu_hO3_4TTJets_Signal_Nplus_err: 121.016330
dimu_hO3_4TTJets_Signal_fplus: 0.498974
dimu_hO3_4TTJets_Signal_Nminus: 9701.099203
dimu_hO3_4TTJets_Signal_Nminus_err: 122.157726
dimu_hO3_4TTJets_Signal_fminus: 0.501026
dimu_hO3_4TTJets_Signal_total: 19362.476533

dimu_hO3_4TTJets_others_asym: 0.013613
dimu_hO3_4TTJets_others_asym_err: 0.007705
dimu_hO3_4TTJets_others_Nplus: 1631.360472
dimu_hO3_4TTJets_others_Nplus_err: 39.700676
dimu_hO3_4TTJets_others_fplus: 0.506806
dimu_hO3_4TTJets_others_Nminus: 1587.541816
dimu_hO3_4TTJets_others_Nminus_err: 40.471827
dimu_hO3_4TTJets_others_fminus: 0.493194
dimu_hO3_4TTJets_others_total: 3218.902288

