Luminosity:  35867.059983

dimu_hO3_4DYJetsToLL_M_10To50_asym: -0.091356
dimu_hO3_4DYJetsToLL_M_10To50_asym_err: 0.184692
dimu_hO3_4DYJetsToLL_M_10To50_Nplus: 246.654130
dimu_hO3_4DYJetsToLL_M_10To50_Nplus_err: 86.154121
dimu_hO3_4DYJetsToLL_M_10To50_fplus: 0.454322
dimu_hO3_4DYJetsToLL_M_10To50_Nminus: 296.252010
dimu_hO3_4DYJetsToLL_M_10To50_Nminus_err: 129.827359
dimu_hO3_4DYJetsToLL_M_10To50_fminus: 0.545678
dimu_hO3_4DYJetsToLL_M_10To50_total: 542.906141

dimu_hO3_4DYJetsToLL_M_50_asym: -0.023832
dimu_hO3_4DYJetsToLL_M_50_asym_err: 0.029109
dimu_hO3_4DYJetsToLL_M_50_Nplus: 819.242122
dimu_hO3_4DYJetsToLL_M_50_Nplus_err: 97.055067
dimu_hO3_4DYJetsToLL_M_50_fplus: 0.488084
dimu_hO3_4DYJetsToLL_M_50_Nminus: 859.243097
dimu_hO3_4DYJetsToLL_M_50_Nminus_err: 94.234926
dimu_hO3_4DYJetsToLL_M_50_fminus: 0.511916
dimu_hO3_4DYJetsToLL_M_50_total: 1678.485219

dimu_hO3_4ST_tW_antitop_asym: -0.012244
dimu_hO3_4ST_tW_antitop_asym_err: 0.011680
dimu_hO3_4ST_tW_antitop_Nplus: 655.884076
dimu_hO3_4ST_tW_antitop_Nplus_err: 38.981655
dimu_hO3_4ST_tW_antitop_fplus: 0.493878
dimu_hO3_4ST_tW_antitop_Nminus: 672.144479
dimu_hO3_4ST_tW_antitop_Nminus_err: 37.241929
dimu_hO3_4ST_tW_antitop_fminus: 0.506122
dimu_hO3_4ST_tW_antitop_total: 1328.028556

dimu_hO3_4ST_tW_top_asym: 0.004770
dimu_hO3_4ST_tW_top_asym_err: 0.011597
dimu_hO3_4ST_tW_top_Nplus: 676.488248
dimu_hO3_4ST_tW_top_Nplus_err: 38.385700
dimu_hO3_4ST_tW_top_fplus: 0.502385
dimu_hO3_4ST_tW_top_Nminus: 670.064751
dimu_hO3_4ST_tW_top_Nminus_err: 41.465663
dimu_hO3_4ST_tW_top_fminus: 0.497615
dimu_hO3_4ST_tW_top_total: 1346.552999

dimu_hO3_4TTJets_Signal_asym: -0.003059
dimu_hO3_4TTJets_Signal_asym_err: 0.001956
dimu_hO3_4TTJets_Signal_Nplus: 24808.673234
dimu_hO3_4TTJets_Signal_Nplus_err: 178.946331
dimu_hO3_4TTJets_Signal_fplus: 0.498471
dimu_hO3_4TTJets_Signal_Nminus: 24960.897242
dimu_hO3_4TTJets_Signal_Nminus_err: 179.724453
dimu_hO3_4TTJets_Signal_fminus: 0.501529
dimu_hO3_4TTJets_Signal_total: 49769.570475

dimu_hO3_4TTJets_others_asym: 0.002799
dimu_hO3_4TTJets_others_asym_err: 0.004851
dimu_hO3_4TTJets_others_Nplus: 4036.436514
dimu_hO3_4TTJets_others_Nplus_err: 59.883835
dimu_hO3_4TTJets_others_fplus: 0.501399
dimu_hO3_4TTJets_others_Nminus: 4013.903786
dimu_hO3_4TTJets_others_Nminus_err: 60.663884
dimu_hO3_4TTJets_others_fminus: 0.498601
dimu_hO3_4TTJets_others_total: 8050.340300

